序号,传输方向,时间标识,ID(HEX),帧格式,帧类型,数据长度,数据(HEX),
872,接收,349.5911,00000101 H,标准帧,数据帧,8,08 CC 83 34 8C D0 33 2C ,
873,接收,349.5913,00000101 H,标准帧,数据帧,8,0C CD 23 31 DC CC F3 3C ,
874,接收,349.5915,00000101 H,标准帧,数据帧,8,10 CA 5F 25 7C A5 B2 B6 ,
875,接收,349.5918,00000101 H,标准帧,数据帧,8,14 CA 8B 2A DC AC F2 A7 ,
876,接收,349.5920,00000101 H,标准帧,数据帧,8,18 CA B3 2B 0C AA B2 93 ,
877,接收,349.5922,00000101 H,标准帧,数据帧,8,1C CA 8F 27 0C AC B2 92 ,
878,接收,349.5925,00000102 H,标准帧,数据帧,8,00 00 50 01 20 05 40 13 ,
879,接收,349.5927,00000102 H,标准帧,数据帧,8,04 CC CB 32 4C CE 73 47 ,
880,接收,349.5929,00000102 H,标准帧,数据帧,8,08 CC 97 33 2C CD 73 34 ,
881,接收,349.5932,00000102 H,标准帧,数据帧,8,0C CD 13 33 4C CA F3 2F ,
882,接收,349.5934,00000102 H,标准帧,数据帧,8,10 CA 5F 29 7C AB 72 92 ,
883,接收,349.5936,00000102 H,标准帧,数据帧,8,14 CA 33 28 9C AB B2 90 ,
884,接收,349.5938,00000102 H,标准帧,数据帧,8,18 CA B7 2A 2C A7 B2 B0 ,
885,接收,349.5941,00000102 H,标准帧,数据帧,8,1C CA 8B 2B 0C A7 72 87 ,
886,接收,349.6832,00000020 H,标准帧,数据帧,1,F8 ,
887,接收,349.6901,00000100 H,标准帧,数据帧,8,00 00 44 01 9C CF F3 38 ,
888,接收,349.6903,00000100 H,标准帧,数据帧,8,04 CD 43 34 4C D1 73 2F ,
889,接收,349.6906,00000100 H,标准帧,数据帧,8,08 CD 37 33 0C CD B3 38 ,
890,接收,349.6908,00000100 H,标准帧,数据帧,8,0C CC BB 32 5C D2 B3 32 ,
891,接收,349.6910,00000100 H,标准帧,数据帧,8,10 C9 EF 2A 7C A8 32 A9 ,
892,接收,349.6913,00000100 H,标准帧,数据帧,8,14 CA 8F 28 0C A9 B2 9F ,
893,接收,349.6915,00000100 H,标准帧,数据帧,8,18 CA BB 2A 9C AC B2 64 ,
894,接收,349.6917,00000100 H,标准帧,数据帧,8,1C CA 97 28 AC AC 72 8C ,
895,接收,349.6920,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CD 33 40 ,
896,接收,349.6922,00000101 H,标准帧,数据帧,8,04 CC C7 34 1C CE B3 49 ,
897,接收,349.6924,00000101 H,标准帧,数据帧,8,08 CC 8B 34 BC D0 73 2C ,
898,接收,349.6927,00000101 H,标准帧,数据帧,8,0C CD 23 31 FC CC B3 3D ,
899,接收,349.6929,00000101 H,标准帧,数据帧,8,10 CA 53 25 7C A6 32 B9 ,
900,接收,349.6931,00000101 H,标准帧,数据帧,8,14 CA 8F 2A BC AD 72 A5 ,
901,接收,349.6934,00000101 H,标准帧,数据帧,8,18 CA AF 2A EC AA F2 94 ,
902,接收,349.6936,00000101 H,标准帧,数据帧,8,1C CA 93 27 2C AC F2 91 ,
903,接收,349.6938,00000102 H,标准帧,数据帧,8,00 00 4C 01 20 05 00 13 ,
904,接收,349.6941,00000102 H,标准帧,数据帧,8,04 CC CB 32 5C CE 73 44 ,
905,接收,349.6943,00000102 H,标准帧,数据帧,8,08 CC 8B 33 3C CD 73 34 ,
906,接收,349.6945,00000102 H,标准帧,数据帧,8,0C CD 0B 33 5C CA F3 2F ,
907,接收,349.6947,00000102 H,标准帧,数据帧,8,10 CA 6B 29 6C AB 32 90 ,
908,接收,349.6950,00000102 H,标准帧,数据帧,8,14 CA 33 28 BC AB B2 8F ,
909,接收,349.6952,00000102 H,标准帧,数据帧,8,18 CA AF 2A 1C A8 B2 B2 ,
910,接收,349.6954,00000102 H,标准帧,数据帧,8,1C CA 97 2A FC A6 F2 8A ,
911,接收,349.7846,00000020 H,标准帧,数据帧,1,F8 ,
912,接收,349.7915,00000100 H,标准帧,数据帧,8,00 00 48 01 9C CF F3 37 ,
913,接收,349.7917,00000100 H,标准帧,数据帧,8,04 CD 3B 34 5C D0 73 2F ,
914,接收,349.7919,00000100 H,标准帧,数据帧,8,08 CD 33 32 FC CD 73 38 ,
915,接收,349.7922,00000100 H,标准帧,数据帧,8,0C CC B7 32 5C D2 73 32 ,
916,接收,349.7924,00000100 H,标准帧,数据帧,8,10 C9 E7 2A 4C A7 72 A7 ,
917,接收,349.7926,00000100 H,标准帧,数据帧,8,14 CA 87 27 EC AA 32 A1 ,
918,接收,349.7929,00000100 H,标准帧,数据帧,8,18 CA BB 2A 9C AC 32 65 ,
919,接收,349.7931,00000100 H,标准帧,数据帧,8,1C CA 8F 28 CC AB F2 8B ,
920,接收,349.7933,00000101 H,标准帧,数据帧,8,00 00 50 01 5C CC F3 3F ,
921,接收,349.7936,00000101 H,标准帧,数据帧,8,04 CC BB 34 0C CF 73 49 ,
922,接收,349.7938,00000101 H,标准帧,数据帧,8,08 CC 8B 34 8C CE F3 2B ,
923,接收,349.7940,00000101 H,标准帧,数据帧,8,0C CD 1F 32 0C CD 73 38 ,
924,接收,349.7942,00000101 H,标准帧,数据帧,8,10 CA 5B 25 8C A6 32 B6 ,
925,接收,349.7945,00000101 H,标准帧,数据帧,8,14 CA 8B 2A BC AD 32 AA ,
926,接收,349.7947,00000101 H,标准帧,数据帧,8,18 CA B3 2B 1C AA F2 93 ,
927,接收,349.7949,00000101 H,标准帧,数据帧,8,1C CA 87 27 0C AC 32 92 ,
928,接收,349.7952,00000102 H,标准帧,数据帧,8,00 00 48 01 10 05 00 14 ,
929,接收,349.7954,00000102 H,标准帧,数据帧,8,04 CC C7 32 5C CE 73 43 ,
930,接收,349.7956,00000102 H,标准帧,数据帧,8,08 CC 83 33 2C CC B3 35 ,
931,接收,349.7959,00000102 H,标准帧,数据帧,8,0C CD 17 33 5C CA B3 2E ,
932,接收,349.7961,00000102 H,标准帧,数据帧,8,10 CA 5B 29 AC AB B2 91 ,
933,接收,349.7963,00000102 H,标准帧,数据帧,8,14 CA 37 28 CC AC 32 91 ,
934,接收,349.7965,00000102 H,标准帧,数据帧,8,18 CA BB 29 EC A7 F2 AE ,
935,接收,349.7968,00000102 H,标准帧,数据帧,8,1C CA 8F 2A FC A6 72 8A ,
936,接收,349.8860,00000020 H,标准帧,数据帧,1,F8 ,
937,接收,349.8928,00000100 H,标准帧,数据帧,8,00 00 48 01 9C D0 73 3A ,
938,接收,349.8931,00000100 H,标准帧,数据帧,8,04 CD 37 34 6C D1 33 2F ,
939,接收,349.8933,00000100 H,标准帧,数据帧,8,08 CD 3B 33 0C CD F3 38 ,
940,接收,349.8935,00000100 H,标准帧,数据帧,8,0C CC BF 32 7C D2 F3 35 ,
941,接收,349.8938,00000100 H,标准帧,数据帧,8,10 C9 E3 29 EC A7 B2 A7 ,
942,接收,349.8940,00000100 H,标准帧,数据帧,8,14 CA 87 27 DC A9 72 9E ,
943,接收,349.8942,00000100 H,标准帧,数据帧,8,18 CA C7 2A 7C AC 72 65 ,
944,接收,349.8945,00000100 H,标准帧,数据帧,8,1C CA 93 28 BC AC 32 89 ,
945,接收,349.8947,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CD 33 3F ,
946,接收,349.8949,00000101 H,标准帧,数据帧,8,04 CC BB 34 1C CE F3 4C ,
947,接收,349.8952,00000101 H,标准帧,数据帧,8,08 CC 83 34 9C CF B3 2D ,
948,接收,349.8954,00000101 H,标准帧,数据帧,8,0C CD 27 31 FC CD 33 38 ,
949,接收,349.8956,00000101 H,标准帧,数据帧,8,10 CA 5F 25 8C A5 F2 B6 ,
950,接收,349.8958,00000101 H,标准帧,数据帧,8,14 CA 8F 2A CC AD 72 A8 ,
951,接收,349.8961,00000101 H,标准帧,数据帧,8,18 CA B7 2B 1C AB 32 96 ,
952,接收,349.8963,00000101 H,标准帧,数据帧,8,1C CA 93 27 1C AC F2 92 ,
953,接收,349.8965,00000102 H,标准帧,数据帧,8,00 00 48 01 20 05 40 14 ,
954,接收,349.8968,00000102 H,标准帧,数据帧,8,04 CC CB 32 4C CE B3 48 ,
955,接收,349.8970,00000102 H,标准帧,数据帧,8,08 CC 93 33 4C CD 73 33 ,
956,接收,349.8972,00000102 H,标准帧,数据帧,8,0C CD 13 33 3C CB 73 2F ,
957,接收,349.8975,00000102 H,标准帧,数据帧,8,10 CA 5F 29 7C AA F2 93 ,
958,接收,349.8977,00000102 H,标准帧,数据帧,8,14 CA 37 28 CC AC 32 91 ,
959,接收,349.8979,00000102 H,标准帧,数据帧,8,18 CA AF 2A 0C A7 B2 AE ,
960,接收,349.8981,00000102 H,标准帧,数据帧,8,1C CA 87 2A DC A7 72 8A ,
961,接收,349.9873,00000020 H,标准帧,数据帧,1,F8 ,
962,接收,349.9942,00000100 H,标准帧,数据帧,8,00 00 48 01 9C D0 B3 39 ,
963,接收,349.9944,00000100 H,标准帧,数据帧,8,04 CD 3F 34 5C D1 33 2E ,
964,接收,349.9946,00000100 H,标准帧,数据帧,8,08 CD 3B 33 0C CD F3 38 ,
965,接收,349.9949,00000100 H,标准帧,数据帧,8,0C CC BB 32 5C D2 B3 33 ,
966,接收,349.9951,00000100 H,标准帧,数据帧,8,10 C9 D7 2A 0C A7 32 A7 ,
967,接收,349.9953,00000100 H,标准帧,数据帧,8,14 CA 7F 27 EC A9 72 A1 ,
968,接收,349.9956,00000100 H,标准帧,数据帧,8,18 CA BF 2A 9C AC 32 63 ,
969,接收,349.9958,00000100 H,标准帧,数据帧,8,1C CA 97 28 BC AB F2 8A ,
970,接收,349.9960,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CC 73 41 ,
971,接收,349.9963,00000101 H,标准帧,数据帧,8,04 CC CF 34 0C CE F3 48 ,
972,接收,349.9965,00000101 H,标准帧,数据帧,8,08 CC 83 34 8C D0 73 2B ,
973,接收,349.9967,00000101 H,标准帧,数据帧,8,0C CD 1F 31 EC CD 33 39 ,
974,接收,349.9969,00000101 H,标准帧,数据帧,8,10 CA 67 25 8C A6 B2 BA ,
975,接收,349.9972,00000101 H,标准帧,数据帧,8,14 CA 97 2A 8C AC B2 A6 ,
976,接收,349.9974,00000101 H,标准帧,数据帧,8,18 CA B3 2B 3C AB 72 97 ,
977,接收,349.9976,00000101 H,标准帧,数据帧,8,1C CA 8F 26 FC AC 72 91 ,
978,接收,349.9979,00000102 H,标准帧,数据帧,8,00 00 48 01 30 05 00 12 ,
979,接收,349.9981,00000102 H,标准帧,数据帧,8,04 CC C3 32 7C CE F3 47 ,
980,接收,349.9983,00000102 H,标准帧,数据帧,8,08 CC 8B 33 2C CD 33 33 ,
981,接收,349.9986,00000102 H,标准帧,数据帧,8,0C CD 17 33 7C CB B3 30 ,
982,接收,349.9988,00000102 H,标准帧,数据帧,8,10 CA 5F 29 6C AB 32 8F ,
983,接收,349.9990,00000102 H,标准帧,数据帧,8,14 CA 37 28 9C AC 72 93 ,
984,接收,349.9992,00000102 H,标准帧,数据帧,8,18 CA B7 29 FC A8 32 B1 ,
985,接收,349.9995,00000102 H,标准帧,数据帧,8,1C CA 8B 2A DC A7 32 88 ,
986,接收,350.0886,00000020 H,标准帧,数据帧,1,F8 ,
987,接收,350.0955,00000100 H,标准帧,数据帧,8,00 00 48 01 9C CF 73 36 ,
988,接收,350.0957,00000100 H,标准帧,数据帧,8,04 CD 2F 34 2C D0 F3 2D ,
989,接收,350.0960,00000100 H,标准帧,数据帧,8,08 CD 33 32 FC CD 73 37 ,
990,接收,350.0962,00000100 H,标准帧,数据帧,8,0C CC B7 32 7C D2 B3 31 ,
991,接收,350.0964,00000100 H,标准帧,数据帧,8,10 C9 D3 2A 0C A7 32 A9 ,
992,接收,350.0967,00000100 H,标准帧,数据帧,8,14 CA 7F 27 EC A9 72 9F ,
993,接收,350.0969,00000100 H,标准帧,数据帧,8,18 CA BB 2A 8C AC 32 62 ,
994,接收,350.0971,00000100 H,标准帧,数据帧,8,1C CA 93 28 CC AC 32 8C ,
995,接收,350.0974,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CD 33 3D ,
996,接收,350.0976,00000101 H,标准帧,数据帧,8,04 CC C3 33 FC CF 33 4B ,
997,接收,350.0978,00000101 H,标准帧,数据帧,8,08 CC 8B 34 8C CF 33 2B ,
998,接收,350.0981,00000101 H,标准帧,数据帧,8,0C CD 27 32 0C CC F3 37 ,
999,接收,350.0983,00000101 H,标准帧,数据帧,8,10 CA 63 25 5C A6 32 B9 ,
1000,接收,350.0985,00000101 H,标准帧,数据帧,8,14 CA 97 2A DC AD 32 A7 ,
1001,接收,350.0987,00000101 H,标准帧,数据帧,8,18 CA AB 2B 1C AA 72 96 ,
1002,接收,350.0990,00000101 H,标准帧,数据帧,8,1C CA 97 27 1C AC F2 91 ,
1003,接收,350.0992,00000102 H,标准帧,数据帧,8,00 00 4C 01 20 05 40 13 ,
1004,接收,350.0994,00000102 H,标准帧,数据帧,8,04 CC CF 32 4C CD F3 46 ,
1005,接收,350.0997,00000102 H,标准帧,数据帧,8,08 CC 8B 33 2C CE 33 34 ,
1006,接收,350.0999,00000102 H,标准帧,数据帧,8,0C CD 13 33 5C CA B3 2D ,
1007,接收,350.1001,00000102 H,标准帧,数据帧,8,10 CA 5F 29 7C AB 32 90 ,
1008,接收,350.1004,00000102 H,标准帧,数据帧,8,14 CA 3B 28 CC AC 72 92 ,
1009,接收,350.1006,00000102 H,标准帧,数据帧,8,18 CA B3 2A 0C A7 32 AD ,
1010,接收,350.1008,00000102 H,标准帧,数据帧,8,1C CA 8F 2A FC A6 72 88 ,
1011,接收,350.1900,00000020 H,标准帧,数据帧,1,F8 ,
1012,接收,350.1969,00000100 H,标准帧,数据帧,8,00 00 48 01 9C CF 73 36 ,
1013,接收,350.1971,00000100 H,标准帧,数据帧,8,04 CD 33 34 8C D1 33 2F ,
1014,接收,350.1973,00000100 H,标准帧,数据帧,8,08 CD 2F 32 FC CD B3 37 ,
1015,接收,350.1976,00000100 H,标准帧,数据帧,8,0C CC BB 32 6C D2 B3 30 ,
1016,接收,350.1978,00000100 H,标准帧,数据帧,8,10 C9 E3 2A 1C A7 72 A8 ,
1017,接收,350.1980,00000100 H,标准帧,数据帧,8,14 CA 83 27 EC A9 32 9F ,
1018,接收,350.1983,00000100 H,标准帧,数据帧,8,18 CA C3 2A BC AC 32 65 ,
1019,接收,350.1985,00000100 H,标准帧,数据帧,8,1C CA 97 28 AC AC B2 89 ,
1020,接收,350.1987,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CD 73 40 ,
1021,接收,350.1990,00000101 H,标准帧,数据帧,8,04 CC B7 34 1C CF 73 49 ,
1022,接收,350.1992,00000101 H,标准帧,数据帧,8,08 CC 8B 34 8C CF B3 2B ,
1023,接收,350.1994,00000101 H,标准帧,数据帧,8,0C CD 2B 31 FC CC F3 3B ,
1024,接收,350.1996,00000101 H,标准帧,数据帧,8,10 CA 63 25 8C A5 F2 B7 ,
1025,接收,350.1999,00000101 H,标准帧,数据帧,8,14 CA 8F 2A BC AD 72 A8 ,
1026,接收,350.2001,00000101 H,标准帧,数据帧,8,18 CA B7 2B 0C AA F2 93 ,
1027,接收,350.2003,00000101 H,标准帧,数据帧,8,1C CA 8B 27 0C AD 32 94 ,
1028,接收,350.2006,00000102 H,标准帧,数据帧,8,00 00 48 01 20 05 00 14 ,
1029,接收,350.2008,00000102 H,标准帧,数据帧,8,04 CC CF 32 5C CE B3 46 ,
1030,接收,350.2010,00000102 H,标准帧,数据帧,8,08 CC 8F 33 1C CD 73 35 ,
1031,接收,350.2013,00000102 H,标准帧,数据帧,8,0C CD 17 33 5C CA F3 2F ,
1032,接收,350.2015,00000102 H,标准帧,数据帧,8,10 CA 6B 29 7C AA F2 92 ,
1033,接收,350.2017,00000102 H,标准帧,数据帧,8,14 CA 27 28 CC AB 32 92 ,
1034,接收,350.2019,00000102 H,标准帧,数据帧,8,18 CA B3 2A 3C A8 B2 B3 ,
1035,接收,350.2022,00000102 H,标准帧,数据帧,8,1C CA 9B 2B 0C A6 B2 89 ,
1036,接收,350.2914,00000020 H,标准帧,数据帧,1,F8 ,
1037,接收,350.2982,00000102 H,标准帧,数据帧,8,00 00 48 01 20 05 40 13 ,
1038,接收,350.2985,00000100 H,标准帧,数据帧,8,00 00 48 01 9C CF F3 38 ,
1039,接收,350.2987,00000100 H,标准帧,数据帧,8,04 CD 33 34 6C D0 F3 2F ,
1040,接收,350.2989,00000100 H,标准帧,数据帧,8,08 CD 37 32 FC CD 73 37 ,
1041,接收,350.2992,00000100 H,标准帧,数据帧,8,0C CC B3 32 5C D2 73 32 ,
1042,接收,350.2994,00000100 H,标准帧,数据帧,8,10 C9 F3 2A 5C A7 B2 A9 ,
1043,接收,350.2996,00000100 H,标准帧,数据帧,8,14 CA 8F 27 FC A9 B2 9F ,
1044,接收,350.2999,00000100 H,标准帧,数据帧,8,18 CA C7 2A AC AD 32 63 ,
1045,接收,350.3001,00000100 H,标准帧,数据帧,8,1C CA 8F 28 AC AB F2 89 ,
1046,接收,350.3003,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CC F3 3F ,
1047,接收,350.3006,00000101 H,标准帧,数据帧,8,04 CC CF 34 0C CE F3 48 ,
1048,接收,350.3008,00000101 H,标准帧,数据帧,8,08 CC 7F 34 9C CF F3 2C ,
1049,接收,350.3010,00000101 H,标准帧,数据帧,8,0C CD 23 31 DC CC 73 39 ,
1050,接收,350.3013,00000101 H,标准帧,数据帧,8,10 CA 57 25 5C A5 F2 B8 ,
1051,接收,350.3015,00000101 H,标准帧,数据帧,8,14 CA 93 2A EC AD 32 A6 ,
1052,接收,350.3017,00000101 H,标准帧,数据帧,8,18 CA AF 2B 2C AA B2 95 ,
1053,接收,350.3019,00000101 H,标准帧,数据帧,8,1C CA 97 27 0C AC 32 92 ,
1054,接收,350.3022,00000102 H,标准帧,数据帧,8,04 CC CB 32 2C CE 33 46 ,
1055,接收,350.3024,00000102 H,标准帧,数据帧,8,08 CC 8F 33 1C CC F3 32 ,
1056,接收,350.3026,00000102 H,标准帧,数据帧,8,0C CD 0F 33 6C CA F3 31 ,
1057,接收,350.3028,00000102 H,标准帧,数据帧,8,10 CA 6B 29 9C AB 32 92 ,
1058,接收,350.3031,00000102 H,标准帧,数据帧,8,14 CA 33 28 DC AB B2 90 ,
1059,接收,350.3033,00000102 H,标准帧,数据帧,8,18 CA BB 29 FC A8 72 B1 ,
1060,接收,350.3035,00000102 H,标准帧,数据帧,8,1C CA 97 2A FC A6 F2 8A ,
1061,接收,350.3114,00000020 H,标准帧,数据帧,1,FA ,
1062,接收,350.3161,00000200 H,标准帧,数据帧,8,00 73 71 CD 9F FE BF FA ,
1063,接收,350.3163,00000200 H,标准帧,数据帧,8,04 FF EF FF BF FE DD 3C ,
1064,接收,350.3165,00000201 H,标准帧,数据帧,8,00 75 05 D1 0F FF 7F FD ,
1065,接收,350.3168,00000201 H,标准帧,数据帧,8,04 74 D5 D3 7F FE DD 32 ,
1066,接收,350.3170,00000202 H,标准帧,数据帧,8,00 73 FF FF DF FF 7F FD ,
1067,接收,350.3172,00000202 H,标准帧,数据帧,8,04 74 15 CD 8F FF 1D 0A ,
1068,接收,350.3516,00000040 H,标准帧,数据帧,5,01 00 00 00 00 ,
1069,接收,350.3536,00000301 H,标准帧,数据帧,4,00 00 00 00 ,
1070,接收,350.4128,00000020 H,标准帧,数据帧,1,F8 ,
1071,接收,350.4196,00000100 H,标准帧,数据帧,8,00 00 48 01 9C D0 73 3B ,
1072,接收,350.4199,00000100 H,标准帧,数据帧,8,04 CD 3B 34 4C D0 B3 2F ,
1073,接收,350.4201,00000100 H,标准帧,数据帧,8,08 CD 37 33 0C CD 73 37 ,
1074,接收,350.4203,00000100 H,标准帧,数据帧,8,0C CC BF 32 5C D2 B3 31 ,
1075,接收,350.4206,00000100 H,标准帧,数据帧,8,10 C9 E3 29 FC A7 B2 A7 ,
1076,接收,350.4208,00000100 H,标准帧,数据帧,8,14 CA 87 27 FC AA 32 9F ,
1077,接收,350.4210,00000100 H,标准帧,数据帧,8,18 CA BB 2A BC AC B2 62 ,
1078,接收,350.4213,00000100 H,标准帧,数据帧,8,1C CA 8F 28 BC AC 72 8B ,
1079,接收,350.4215,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CD B3 3F ,
1080,接收,350.4217,00000101 H,标准帧,数据帧,8,04 CC C3 34 1C CF 73 4B ,
1081,接收,350.4220,00000101 H,标准帧,数据帧,8,08 CC 8B 34 8C D0 33 2B ,
1082,接收,350.4222,00000101 H,标准帧,数据帧,8,0C CD 27 31 FC CC 73 39 ,
1083,接收,350.4224,00000101 H,标准帧,数据帧,8,10 CA 5F 25 6C A5 72 B9 ,
1084,接收,350.4226,00000101 H,标准帧,数据帧,8,14 CA 8F 2A EC AD B2 A9 ,
1085,接收,350.4229,00000101 H,标准帧,数据帧,8,18 CA B7 2A FC AA B2 93 ,
1086,接收,350.4231,00000101 H,标准帧,数据帧,8,1C CA 93 27 1C AC F2 92 ,
1087,接收,350.4233,00000102 H,标准帧,数据帧,8,00 00 48 01 30 04 C0 13 ,
1088,接收,350.4236,00000102 H,标准帧,数据帧,8,04 CC D3 32 5C CE 33 45 ,
1089,接收,350.4238,00000102 H,标准帧,数据帧,8,08 CC 93 33 4C CD B3 34 ,
1090,接收,350.4240,00000102 H,标准帧,数据帧,8,0C CD 17 33 3C CB 73 30 ,
1091,接收,350.4243,00000102 H,标准帧,数据帧,8,10 CA 67 29 AC AB B2 92 ,
1092,接收,350.4245,00000102 H,标准帧,数据帧,8,14 CA 2F 28 AC AB 72 90 ,
1093,接收,350.4247,00000102 H,标准帧,数据帧,8,18 CA B3 2A 2C A8 32 B0 ,
1094,接收,350.4249,00000102 H,标准帧,数据帧,8,1C CA 9B 2B 0C A6 F2 89 ,
1095,接收,350.5141,00000020 H,标准帧,数据帧,1,F8 ,
1096,接收,350.5210,00000100 H,标准帧,数据帧,8,00 00 48 01 9C CF F3 37 ,
1097,接收,350.5212,00000100 H,标准帧,数据帧,8,04 CD 33 34 2C D1 33 2D ,
1098,接收,350.5215,00000100 H,标准帧,数据帧,8,08 CD 2F 32 FC CC B3 36 ,
1099,接收,350.5217,00000100 H,标准帧,数据帧,8,0C CC B7 32 4C D2 B3 34 ,
1100,接收,350.5219,00000100 H,标准帧,数据帧,8,10 C9 EB 2A 4C A8 32 A8 ,
1101,接收,350.5222,00000100 H,标准帧,数据帧,8,14 CA 93 27 FC A9 F2 9F ,
1102,接收,350.5224,00000100 H,标准帧,数据帧,8,18 CA BF 2A 9C AC B2 66 ,
1103,接收,350.5226,00000100 H,标准帧,数据帧,8,1C CA 93 28 AC AC 32 8A ,
1104,接收,350.5229,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CD 73 3D ,
1105,接收,350.5231,00000101 H,标准帧,数据帧,8,04 CC D3 34 1C CE B3 49 ,
1106,接收,350.5233,00000101 H,标准帧,数据帧,8,08 CC 87 34 8C CF F3 2B ,
1107,接收,350.5235,00000101 H,标准帧,数据帧,8,0C CD 23 31 EC CC B3 3C ,
1108,接收,350.5238,00000101 H,标准帧,数据帧,8,10 CA 63 25 7C A6 72 B7 ,
1109,接收,350.5240,00000101 H,标准帧,数据帧,8,14 CA 87 2A BC AD B2 A8 ,
1110,接收,350.5242,00000101 H,标准帧,数据帧,8,18 CA BB 2B 2C AA F2 94 ,
1111,接收,350.5245,00000101 H,标准帧,数据帧,8,1C CA 93 27 0C AC B2 94 ,
1112,接收,350.5247,00000102 H,标准帧,数据帧,8,00 00 44 01 20 05 00 14 ,
1113,接收,350.5249,00000102 H,标准帧,数据帧,8,04 CC CB 32 4C CE B3 46 ,
1114,接收,350.5251,00000102 H,标准帧,数据帧,8,08 CC 8F 33 2C CC B3 34 ,
1115,接收,350.5254,00000102 H,标准帧,数据帧,8,0C CD 17 33 6C CB 73 2E ,
1116,接收,350.5256,00000102 H,标准帧,数据帧,8,10 CA 63 29 5C AB 32 90 ,
1117,接收,350.5258,00000102 H,标准帧,数据帧,8,14 CA 2B 28 AC AB B2 92 ,
1118,接收,350.5261,00000102 H,标准帧,数据帧,8,18 CA BB 2A 2C A8 72 B0 ,
1119,接收,350.5263,00000102 H,标准帧,数据帧,8,1C CA 97 2A FC A6 F2 8A ,
1120,接收,350.6155,00000020 H,标准帧,数据帧,1,F8 ,
1121,接收,350.6224,00000100 H,标准帧,数据帧,8,00 00 48 01 9C D0 73 39 ,
1122,接收,350.6226,00000100 H,标准帧,数据帧,8,04 CD 43 34 6C D0 F3 30 ,
1123,接收,350.6228,00000100 H,标准帧,数据帧,8,08 CD 3B 33 0C CD B3 38 ,
1124,接收,350.6230,00000100 H,标准帧,数据帧,8,0C CC BB 32 5C D2 F3 34 ,
1125,接收,350.6233,00000100 H,标准帧,数据帧,8,10 C9 DB 2A 0C A7 B2 A7 ,
1126,接收,350.6235,00000100 H,标准帧,数据帧,8,14 CA 83 27 FC A9 B2 A0 ,
1127,接收,350.6237,00000100 H,标准帧,数据帧,8,18 CA BF 2A 9C AD 32 65 ,
1128,接收,350.6240,00000100 H,标准帧,数据帧,8,1C CA 97 28 CC AB F2 8A ,
1129,接收,350.6242,00000101 H,标准帧,数据帧,8,00 00 50 01 6C CD 73 3F ,
1130,接收,350.6244,00000101 H,标准帧,数据帧,8,04 CC B7 34 0C CE F3 4C ,
1131,接收,350.6247,00000101 H,标准帧,数据帧,8,08 CC 8B 34 9C CF B3 2B ,
1132,接收,350.6249,00000101 H,标准帧,数据帧,8,0C CD 23 32 0C CC F3 38 ,
1133,接收,350.6251,00000101 H,标准帧,数据帧,8,10 CA 5F 25 6C A5 F2 B7 ,
1134,接收,350.6254,00000101 H,标准帧,数据帧,8,14 CA 8B 2A FC AD 72 A7 ,
1135,接收,350.6256,00000101 H,标准帧,数据帧,8,18 CA B7 2A FC AA B2 97 ,
1136,接收,350.6258,00000101 H,标准帧,数据帧,8,1C CA 97 27 0C AC F2 91 ,
1137,接收,350.6261,00000102 H,标准帧,数据帧,8,00 00 48 01 20 05 00 13 ,
1138,接收,350.6263,00000102 H,标准帧,数据帧,8,04 CC D7 32 5C CE B3 49 ,
1139,接收,350.6265,00000102 H,标准帧,数据帧,8,08 CC 87 33 1C CD 73 35 ,
1140,接收,350.6268,00000102 H,标准帧,数据帧,8,0C CD 17 33 4C CB 33 2D ,
1141,接收,350.6270,00000102 H,标准帧,数据帧,8,10 CA 5F 29 8C AA F2 95 ,
1142,接收,350.6272,00000102 H,标准帧,数据帧,8,14 CA 3B 28 BC AC 72 92 ,
1143,接收,350.6274,00000102 H,标准帧,数据帧,8,18 CA B3 2A 2C A7 32 AE ,
1144,接收,350.6277,00000102 H,标准帧,数据帧,8,1C CA 93 2A DC A6 F2 89 ,
1145,接收,350.7168,00000020 H,标准帧,数据帧,1,F8 ,
1146,接收,350.7237,00000100 H,标准帧,数据帧,8,00 00 48 01 9C CF F3 39 ,
1147,接收,350.7239,00000100 H,标准帧,数据帧,8,04 CD 33 34 5C D0 B3 2E ,
1148,接收,350.7241,00000100 H,标准帧,数据帧,8,08 CD 37 32 FC CD B3 37 ,
1149,接收,350.7244,00000100 H,标准帧,数据帧,8,0C CC B7 32 5C D2 B3 31 ,
1150,接收,350.7246,00000100 H,标准帧,数据帧,8,10 C9 DF 2A 2C A7 F2 A6 ,
1151,接收,350.7248,00000100 H,标准帧,数据帧,8,14 CA 8B 27 FC A9 72 9E ,
1152,接收,350.7251,00000100 H,标准帧,数据帧,8,18 CA BF 2A 8C AC B2 66 ,
1153,接收,350.7253,00000100 H,标准帧,数据帧,8,1C CA 8F 28 DC AC 72 8B ,
